company,clause_id,text,Arbitration,Choice of Law,Content Removal,Jurisdiction,Law,Limitation of Liability,Termination,Unilateral Change,is_unfair
Skype,Skype_252,they also do not apply to membership of skype developer .,0,0,0,0,0,0,0,0,0
Skype,Skype_253,"10.5 if you believe that skype has charged you in error , you must contact skype within 90 days of such charge .",0,0,0,0,0,0,0,0,0
Skype,Skype_254,no refunds will be given for any charges more than 90 days old .,0,0,0,0,0,0,0,0,0
Skype,Skype_255,"10.6 skype reserves the right to refuse a refund request if it reasonably believes -lrb- i -rrb- that you are trying to unfairly exploit this refund policy , for example , by making repetitive refund requests in respect of the same product ; -lrb- ii -rrb- if you are in breach of these terms or -lrb- iii -rrb- if skype reasonably suspects that you are using our products or software fraudulently or that your user account is being used by a third party fraudulently .",0,0,0,0,0,0,0,0,0
Skype,Skype_256,10.7 this refund policy does not affect your statutory rights .,0,0,0,0,0,0,0,0,0
Skype,Skype_257,"11.1 you may terminate your relationship with skype at any time and without recourse to the courts by requesting closure of your user account , ceasing to use the software , products and/or skype websites and cancelling any recurring payments .",0,0,0,0,0,0,0,0,0
Skype,Skype_258,"11.2 skype may terminate its relationship with you , or may terminate or suspend your use of the software , user account -lrb- s -rrb- , products or skype websites at any time and without recourse to the courts : -lrb- a -rrb- if you are in breach of these terms ; -lrb- b -rrb- if skype reasonably suspects that you are using the software , the products and/or skype websites to break the law or infringe third party rights ; -lrb- c -rrb- if skype reasonably suspects that you are trying to unfairly exploit or misuse the refund policy , or any of our policies ; -lrb- d -rrb- if skype reasonably suspects that you are using our products , software and/or skype websites fraudulently or that your user account is being used by a third party fraudulently ; -lrb- e -rrb- if you have purchased skype credit from an unauthorised reseller ; -lrb- f -rrb- in respect of a particular product , on thirty -lrb- 30 -rrb- days notice if skype decides to cease offering that product ; -lrb- g -rrb- immediately , if required due to a change in laws/regulation by a regulator or authority with a lawful mandate , or by any of skype 's partners ; -lrb- h -rrb- on thirty -lrb- 30 -rrb- days notice if skype decides to cease offering the software to users in your jurisdiction generally .",0,0,0,0,0,0,1,0,1
Skype,Skype_259,"11.3 skype shall effect such termination by preventing your access to your user account , the software , products and/or skype websites -lrb- as applicable -rrb- .",0,0,0,0,0,0,0,0,0
Skype,Skype_260,we reserve the right to cancel user accounts that have been inactive for more than one -lrb- 1 -rrb- year .,0,0,0,0,0,0,1,0,1
Skype,Skype_261,"11.4 consequences of termination : upon termination of your relationship with skype : -lrb- a -rrb- all licenses and rights to use the software , products and/or skype websites shall immediately terminate ; -lrb- b -rrb- you will immediately cease any and all use of the software , products and/or skype websites ; and -lrb- c -rrb- you will immediately remove the software from all hard drives , networks and other storage media and destroy all copies of the software in your possession or under your control .",0,0,0,0,0,0,0,0,0
Skype,Skype_262,"exclusion of warranties , limitation of liability and indemnity",0,0,0,0,0,0,0,0,0
Skype,Skype_263,"12.1 for the purposes of this paragraph 12 , `` skype '' includes its subsidiary companies and affiliated legal entities and all their directors , officers , agents , licensors and employees .",0,0,0,0,0,0,0,0,0
Skype,Skype_264,"12.2 no warranties : to the maximum extent permitted by law : the software , products and skype websites are provided `` as is '' and used at your sole risk with no warranties whatsoever ; skype does not make any warranties , claims or representations and expressly disclaims all such warranties of any kind , whether express , implied or statutory , with respect to the software , products and/or skype websites including , without limitation , warranties or conditions of quality , performance , non-infringement , merchantability , or fitness for use for a particular purpose .",0,0,0,0,0,0,0,0,0
Skype,Skype_265,"skype further does not represent or warrant that the software , products and/or skype websites will always be available , accessible , uninterrupted , timely , secure , accurate , complete and error-free or will operate without packet loss , nor does skype warrant any connection to or transmission from the internet , or any quality of calls made through the software .",0,0,0,0,0,0,0,0,0
Skype,Skype_266,"12.3 nothing in these terms shall exclude or restrict skype 's liability for -lrb- a -rrb- death or personal injury , -lrb- b -rrb- loss resulting from skype 's wilful default or gross negligence , -lrb- c -rrb- fraud or deliberate misrepresentation , or -lrb- d -rrb- any liability which can not be limited or excluded by applicable law .",0,0,0,0,0,0,0,0,0
Skype,Skype_267,"12.4 no liability : you acknowledge and agree that skype will have no liability whatsoever , whether in contract , tort -lrb- including negligence -rrb- or any other theory of liability , and whether or not the possibility of such damages or losses has been notified to skype , in connection with or arising from your use of skype websites , or the internet communications software or other software that is provided free of charge .",0,0,0,0,0,1,0,0,1
Skype,Skype_268,your only right or remedy with respect to any problems or dissatisfaction with such software and/or skype websites is to immediately deinstall such software and cease use of such software and/or skype websites .,0,0,0,0,0,0,0,0,0
Skype,Skype_269,"12.5 limitation of liability : subject to paragraphs 12.3 and 12.4 above , skype shall not be liable to you , whether in contract , tort -lrb- including negligence -rrb- or any other theory of liability , and whether or not the possibility of such damages or losses has been notified to skype , for :",0,0,0,0,0,0,0,0,0
Skype,Skype_270,"-lrb- a -rrb- any indirect , special , incidental or consequential damages ; or",0,0,0,0,0,1,0,0,1
Skype,Skype_271,"-lrb- b -rrb- any loss of income , business , actual or anticipated profits , opportunity , goodwill or reputation -lrb- whether direct or indirect -rrb- ; or",0,0,0,0,0,1,0,0,1
Skype,Skype_272,-lrb- c -rrb- any damage to or corruption of data -lrb- whether direct or indirect -rrb- ;,0,0,0,0,0,1,0,0,1
Skype,Skype_273,"-lrb- d -rrb- any claim , damage or loss -lrb- whether direct or indirect -rrb- arising from or relating to :",0,0,0,0,0,1,0,0,1
Skype,Skype_274,-lrb- i -rrb- your inability to use the software to contact emergency services ;,0,0,0,0,0,1,0,0,1
Skype,Skype_275,-lrb- ii -rrb- your failure to make additional arrangements to access emergency services in accordance with paragraph 5.5 above ;,0,0,0,0,0,1,0,0,1
Skype,Skype_276,-lrb- iii -rrb- the service limitations set out in paragraph 5.6 ;,0,0,0,0,0,1,0,0,1
Skype,Skype_277,-lrb- iv -rrb- your failure to provide accurate physical location information to an emergency services operative ; or,0,0,0,0,0,1,0,0,1
Skype,Skype_278,-lrb- v -rrb- conduct of third party emergency services operatives and calling centres to which you may be connected .,0,0,0,0,0,1,0,0,1
Skype,Skype_279,"-lrb- e -rrb- any claim , damage or loss -lrb- whether direct or indirect -rrb- arising from or relating to :",0,0,0,0,0,1,0,0,1
Skype,Skype_280,"-lrb- i -rrb- any product or service provided by a third party under their own terms of service , including without limitation , skype wifi ;",0,0,0,0,0,1,0,0,1
Skype,Skype_281,-lrb- ii -rrb- any third party technology ;,0,0,0,0,0,0,0,0,0
Skype,Skype_282,-lrb- iii -rrb- any third party website .,0,0,0,0,0,0,0,0,0
Skype,Skype_283,"12.6 subject to paragraphs 12.3 - 12.5 above , skype 's total liability to you under or in connection with these terms -lrb- whether in contract , tort -lrb- including negligence -rrb- or any other theory of liability -rrb- -rrb- shall not exceed in aggregate the amount paid by you for the products in the 12 month period immediately prior to the date of the event giving rise to the relevant claim , subject to a maximum of five thousand euros in all cases .",0,0,0,0,0,1,0,0,1
Skype,Skype_284,"12.7 if any third party brings a claim against skype in connection with , or arising out of -lrb- i -rrb- your breach of these terms ; -lrb- ii -rrb- your breach of any applicable law of regulation ; -lrb- iii -rrb- your infringement or violation of the rights of any third parties -lrb- including intellectual property rights -rrb- ; -lrb- iv -rrb- your user submissions or -lrb- v -rrb- your complaint in relation to any user submission , you will indemnify and hold skype harmless from and against all damages , liability , loss , costs and expenses -lrb- including reasonable legal fees and costs -rrb- related to such claim .",0,0,0,0,0,0,0,0,0
Skype,Skype_285,"third-party websites , products and services",0,0,0,0,0,0,0,0,0
Skype,Skype_286,"13.1 third parties may offer products or services via the software and/or skype websites , including games , applications , images , ring tones , or avatars .",0,0,0,0,0,0,0,0,0
Skype,Skype_287,"whilst skype takes no responsibility for such products or services , if you encounter any problems with payment for or download , use of installation of such products or services , skype will use commercially reasonable endeavours to assist or resolve the problems .",0,0,0,0,0,1,0,0,1
Skype,Skype_288,the third party products or services may be subject to the third party provider 's own terms and privacy policy that you may have to accept upon download or installation .,0,0,0,0,0,0,0,0,0
Skype,Skype_289,you should review such terms before making any purchase or using any third party product or service and skype shall not be responsible for your failure to do so .,0,0,0,0,0,0,0,0,0
Skype,Skype_290,13.2 you acknowledge and agree that any third-party product information and pricing that is shown on the skype websites regarding third-party products and services is given to skype by the applicable third-party merchant -lrb- `` merchant '' -rrb- .,0,0,0,0,0,0,0,0,0
Skype,Skype_291,the merchant has the ability to change its pricing or terminate its product availability at anytime .,0,1,0,0,0,0,0,0,1
Skype,Skype_292,skype is not involved in any transactions between you and any merchant whose products and/or services are listed on the skype websites .,0,0,0,0,0,0,0,0,0
Skype,Skype_293,"skype does not control , is not responsible for and does not guarantee : -lrb- i -rrb- the pricing , quality , performance , availability or terms and conditions of purchase of products or services provided by the merchant ; -lrb- ii -rrb- any payment transactions , delivery , returns or after sales activities related to the products or services purchased on the merchants ' websites ; -lrb- iii -rrb- the availability of the merchant 's websites ; -lrb- iv -rrb- the completeness , truth or accuracy of any advertising or other materials on , or available from , the merchants ' websites , nor any listing or other content about such products and services displayed on the skype websites ; -lrb- v -rrb- links to the merchants ' websites that are featured on the skype websites .",0,0,0,0,0,0,0,0,0
Skype,Skype_294,"any questions , complaints , or claims related to any product or service provided by a merchant should be directed to the applicable merchant .",0,0,0,0,0,0,0,0,0
Skype,Skype_295,13.3 the software and skype websites may include hyperlinks to other third party websites .,0,0,0,0,0,0,0,0,0
Skype,Skype_296,skype is not responsible for such third party websites or the availability of such websites and does not endorse any content or material on such third party websites .,0,0,0,0,0,1,0,0,1
Skype,Skype_297,your use of each of these third party websites is subject to the terms and conditions posted on the applicable website .,0,0,0,0,0,0,0,0,0
Skype,Skype_298,14.1 the skype etiquette provides guidelines on how to use skype and how to treat the other members of skype 's community properly and respectfully .,0,0,0,0,0,0,0,0,0
Skype,Skype_299,please read these guidelines carefully which form part of the terms .,0,0,0,0,0,0,0,0,0
Skype,Skype_300,"14.2 if you want to use the internet communications software in connection with any broadcast , you must comply with the broadcast tos at http://www.skype.com/legal/broadcast",0,0,0,0,0,0,0,0,0
Skype,Skype_301,14.3 software development kits and apis .,0,0,0,0,0,0,0,0,0
Skype,Skype_302,software development kits provided through skype developer on the skype website -lrb- including `` skypekit '' -rrb- and the use of any application program interface -lrb- `` api '' -rrb- exposed or made available by skype are subject to their own licensing terms in which case such licensing terms will govern your use of that software .,0,0,0,0,0,0,0,0,0
Skype,Skype_303,"if you use any such software development kit or api -lrb- as applicable -rrb- you agree that you have read and will comply with the applicable licensing terms , which are available on http://developer.skype.com/ .",0,0,0,0,0,0,0,1,1
Skype,Skype_304,14.4 qik free and open source software notice is incorporated herein by reference .,0,0,0,0,0,0,0,0,0
Skype,Skype_305,your confidential information and your privacy,0,0,0,0,0,0,0,0,0
Skype,Skype_306,skype is committed to respecting your privacy and the confidentiality of your personal information .,0,0,0,0,0,0,0,0,0
Skype,Skype_307,"we will process your personal information , the traffic data and the content of your communication -lrb- s -rrb- in accordance with our privacy policy : http://www.skype.com/go/privacy .",0,0,0,0,0,0,0,0,0
Skype,Skype_308,"the software and documentation are `` commercial computer software '' and `` commercial computer software documentation , '' respectively , as such terms are used in united states federal acquisition regulations paragraph 12.212 .",0,0,0,0,0,0,0,0,0
Skype,Skype_309,"any use , duplication or disclosure of the software or the documentation by or on behalf of the u.s. government is subject to restrictions as set forth in this agreement .",0,0,0,0,0,0,0,0,0
Skype,Skype_310,"17.1 to contact skype in relation to the skype software or `` skype '' branded products , please submit a support request to support.skype.com .",0,0,0,0,0,0,0,0,0
Skype,Skype_311,"17.2 to contact skype in relation to the qik software or `` qik '' branded products , please submit a support request to support.qik.com .",0,0,0,0,0,0,0,0,0
Skype,Skype_312,"17.3 if you contact skype by any means other than as set out in paragraphs 17.1 or 17.2 , your request may not be acknowledged .",0,0,0,0,0,0,0,0,0
Skype,Skype_313,"18.1 you agree to the use of electronic communication in order to enter into contracts , place orders , and create other records and to the electronic delivery of notices , policies and changes thereto and records of transactions with skype .",0,0,0,0,0,0,0,0,0
Skype,Skype_314,"18.2 for your convenience , skype may provide you with a translation of the english language version of these terms .",0,0,0,0,0,0,0,0,0
Skype,Skype_315,"in the event of any inconsistency between a non-english version of these terms and the english version , the english version shall govern your relationship with skype .",0,0,0,0,0,0,0,0,0
Skype,Skype_316,"18.3 these terms constitute the entire agreement between you and skype with respect to your use of the software , products and/or skype websites and replace any prior agreements between you and skype with respect to the software , products and/or skype websites .",0,0,0,0,0,0,0,0,0
Skype,Skype_317,"18.4 if any provision of these terms -lrb- or part of it -rrb- , is found by any court or administrative body of competent jurisdiction or an arbitrator to be illegal , invalid or unenforceable , then such provision -lrb- or part of it -rrb- shall be removed from the terms without affecting the legality , validity or enforceability of the remainder of the terms .",0,0,0,0,0,0,0,0,0
Skype,Skype_318,"paragraph 20.3 -lrb- i -rrb- says what happens if parts of paragraph 20.3 -lrb- arbitration and class action waiver -rrb- are found to be illegal , invalid or unenforceable .",0,0,0,0,0,0,0,0,0
Skype,Skype_319,paragraph 20.3 -lrb- i -rrb- prevails over this paragraph if inconsistent with it .,0,0,0,0,0,0,0,0,0
Skype,Skype_320,"18.5 the failure by skype to exercise , or delay in exercising , a legal right or remedy provided by these terms or by law shall not constitute a waiver of skype 's right or remedy .",0,0,0,0,0,0,0,0,0
Skype,Skype_321,"if skype waives a breach of these terms , this shall not operate as a waiver of a subsequent breach of the terms .",0,0,0,0,0,0,0,0,0
Skype,Skype_322,18.6 you may not assign these terms or any rights or obligations contained in them .,0,0,0,0,0,0,0,0,0
Skype,Skype_323,"skype may , without prior notice , assign these terms or any rights or obligations contained in them to any third party .",0,1,0,0,0,0,0,0,1
Skype,Skype_324,"18.7 this paragraph 18 , along with paragraphs , 4.2 , 12 , 20.3 and any other provisions , which are expressed or clearly intended to survive or operate in the event of termination , shall survive termination of the terms .",0,0,0,0,0,0,0,0,0
Skype,Skype_325,"18.8 you acknowledge and agree that if skype is unable to provide the software , products and/or skype websites as a result of a force majeure event , skype will not be in breach of any of its obligations towards you under these terms .",0,0,0,0,0,1,0,0,1
Skype,Skype_326,a force majeure event means any event beyond the control of skype .,0,0,0,0,0,0,0,0,0
Skype,Skype_327,18.9 these terms other than paragraph 20.3 shall be governed by and interpreted in accordance with the laws of luxembourg and shall be subject to the jurisdiction of the courts of the district of luxembourg .,0,0,0,1,1,0,0,0,1
Skype,Skype_328,paragraph 20.3 is governed by the united states federal arbitration act .,0,0,0,0,0,0,0,0,0
Skype,Skype_329,"18.10 avc/h .264 notice : if the software is used to make video calls -lrb- i -rrb- between a personal computer and a device that is not a personal computer or -lrb- ii -rrb- between devices that are not personal computers , the avc/h .264 codec may be used to facilitate video functionality in which case the following notice applies : the avc video functionality in this product is licensed under the avc patent portfolio license for the personal and non-commercial use of a consumer to -lrb- i -rrb- encode video in compliance with the avc standard -lrb- `` avc video '' -rrb- and/or -lrb- ii -rrb- decode avc video that was encoded by a consumer engaged in a personal and non-commercial activity and/or was obtained from a video provider licensed to provide avc video .",0,0,0,0,0,0,0,0,0
Skype,Skype_330,no license is granted or shall be implied for any other use .,0,0,0,0,0,0,0,0,0
Skype,Skype_331,"additional information may be obtained from mpeg la , l.l.c. see www.mpegla.com .",0,0,0,0,0,0,0,0,0
Skype,Skype_332,19.1 skype numbers -lrb- previously known as `` online numbers '' -rrb- and skype to go numbers,0,0,0,0,0,0,0,0,0
Skype,Skype_333,-lrb- a -rrb- availability and use .,0,0,0,0,0,0,0,0,0
Skype,Skype_334,"where we provide you with a skype number or skype to go number , you agree that :",0,0,0,0,0,0,0,0,0
Skype,Skype_335,-lrb- i -rrb- you do not own the number or have a right to retain that number forever ;,0,0,0,0,0,0,0,0,0
Skype,Skype_336,-lrb- ii -rrb- the number provided to you is subject to applicable numbering rules and regulatory practices ;,0,0,0,0,0,0,0,0,0
Skype,Skype_337,"-lrb- iii -rrb- you will comply on an ongoing basis with any specific number allocation requirements that we make you aware of , or any reasonable instructions that skype or skype 's partners may give to you with regard to the use of the numbers and the products ;",0,0,0,0,0,0,0,0,0
Skype,Skype_338,-lrb- iv -rrb- you will not transfer or attempt to transfer your number to any third party .,0,0,0,0,0,0,0,0,0
Skype,Skype_339,"in particular , you are responsible for compliance with any requirements related to residency and or location ; and",0,0,0,0,0,0,0,0,0
Skype,Skype_340,"-lrb- v -rrb- you will supply accurate , complete and up-to-date information to us where we request it and inform us where such information changes .",0,0,0,0,0,0,0,0,0
Skype,Skype_341,"skype reserves the right to change the terms related to skype numbers and/or skype to go numbers , including without limitation to impose or amend any residency requirements and/or require the provision of further user information for continued access to such numbers .",0,1,0,0,0,0,0,0,1
Skype,Skype_342,"in certain countries , a number may be made available to you by a skype partner rather than skype , and you may need to enter into a separate agreement with such partner .",0,0,0,0,0,0,0,0,0
Skype,Skype_343,-lrb- b -rrb- other changes to numbers .,0,0,0,0,0,0,0,0,0
Skype,Skype_344,"if skype needs to withdraw or change the number that has been made available to you , skype will use commercially reasonable endeavours to notify you by e-mail , stating the effective date of the change and where possible , your new number .",0,1,0,0,0,0,0,0,1
Skype,Skype_345,"if you do not wish to accept this new number , you are entitled to terminate your number .",0,0,0,0,0,0,0,0,0
Skype,Skype_346,19.2 user account on skype manager,0,0,0,0,0,0,0,0,0
Skype,Skype_347,-lrb- a -rrb- you are not permitted to belong to more than one skype manager at the same time .,0,0,0,0,0,0,0,0,0
Skype,Skype_348,"-lrb- b -rrb- any skype number purchased before 21 july 2009 and allocated to you by a skype manager administrator shall be taken back by the administrator of the skype manager , if you leave the skype manager account for any reason .",0,0,0,0,0,0,0,0,0
Skype,Skype_349,the right to use the number and the cancellation of such right rest with the skype manager administrator at his/her sole discretion and not you .,0,0,0,0,0,0,1,0,1
Skype,Skype_350,-lrb- c -rrb- personal and traffic data -- members .,0,0,0,0,0,0,0,0,0
Skype,Skype_351,"as a member of a skype manager account you acknowledge and agree that the administrator of the skype manager may , if you agree , view detailed information about the activity on your user account including the time , date , duration and destination number of calls and sms made and details of your purchases and downloads .",0,0,0,0,0,0,0,0,0
Skype,Skype_352,you can withdraw your agreement at any time by changing the settings on your user account .,0,0,0,0,0,0,0,0,0
Skype,Skype_353,"if you provide personal data including your name and job title to be included on the skype manager directory , you acknowledge that other members of that skype manager may view such data .",0,0,0,0,0,0,0,0,0
Skype,Skype_354,-lrb- a -rrb- fair usage policy .,0,0,0,0,0,0,0,0,0
Skype,Skype_355,"at skype , we want all of our customers to get the best calling plans , known as ` subscriptions ' , at the lowest possible price .",0,0,0,0,0,0,0,0,0
Skype,Skype_356,this fair usage policy -lrb- `` fup '' -rrb- is designed to prevent fraud and abuse of our subscriptions by a small number of users .,0,0,0,0,0,0,0,0,0
Skype,Skype_357,"subject to this fup , skype 's unlimited subscriptions allow unlimited calls to landlines in the applicable subscription countries -lrb- excluding special , premium , service and non-geographic numbers -rrb- .",0,0,0,0,0,0,0,0,0
Skype,Skype_358,unlimited calls to mobiles may also be included where stated at the time of purchase .,0,0,0,0,0,0,0,0,0
Skype,Skype_359,all calls will be disconnected and require a re-dial after a 2-hour duration .,0,0,0,0,0,0,0,0,0
Skype,Skype_360,skype 's subscriptions are for individual use only -lrb- personal or business communications -rrb- in accordance with our terms of use and this fup -lrb- `` legitimate use '' -rrb- .,0,0,0,0,0,0,0,0,0
Skype,Skype_361,the following is a non-exhaustive list of practices that would not be considered legitimate use :,0,0,0,0,0,0,0,0,0
Skype,Skype_362,-lrb- i -rrb- using subscriptions for telemarketing or call centre operations ;,0,0,0,0,0,0,0,0,0
Skype,Skype_363,-lrb- ii -rrb- re-selling subscription minutes ;,0,0,0,0,0,0,0,0,0
Skype,Skype_364,"-lrb- iii -rrb- sharing subscriptions between users whether via a pbx , call centre , computer or any other means ;",0,0,0,0,0,0,0,0,0
Skype,Skype_365,"-lrb- iv -rrb- calling numbers -lrb- whether singly , sequentially or automatically -rrb- to generate income for yourself or others as a result of merely placing the call , other than for your individual business communications -lrb- and subject to paragraph 4.1 of the terms of use -rrb- ; and",0,0,0,0,0,0,0,0,0
Skype,Skype_366,"-lrb- v -rrb- unusual calling patterns inconsistent with normal , individual subscription use , for example , regular calls of short duration or calls to multiple numbers in a short period of time .",0,0,0,0,0,0,0,0,0
Skype,Skype_367,"other practices may be relevant in determining legitimate use and skype reserves the right to take any unlawful , prohibited , abnormal or unusual activity into account in making its determination .",0,0,0,0,0,0,0,0,0
Skype,Skype_368,"skype may at its option , terminate its relationship with you , or may suspend your subscription immediately if it determines you are using your subscription contrary to this fup or skype 's terms of use .",0,0,0,0,0,0,1,0,1
Skype,Skype_369,"where reasonable , skype will provide you with notice of improper usage before suspension or termination of your subscription and , if appropriate , skype may offer you an alternative subscription .",0,0,0,0,0,0,0,0,0
Skype,Skype_370,-lrb- b -rrb- skype reserves the right to withdraw or change the subscriptions at any time .,0,1,0,0,0,0,1,0,1
Skype,Skype_371,"if skype changes the products included in your subscription , skype will notify you by email stating the changes and their effective date .",0,0,0,0,0,0,0,0,0
Skype,Skype_372,"if you do not wish to accept these changes , you are entitled to terminate your subscription , with effect from the date on which the changes are due to take effect .",0,0,0,0,0,0,0,0,0
Skype,Skype_373,-lrb- c -rrb- the `` unlimited world extra '' subscription has a minimum fixed term of 2 years from the date of purchase .,0,0,0,0,0,0,0,0,0
Skype,Skype_374,you are not permitted to terminate it before the expiry of the 2-year minimum term except in case of breach by skype of the terms .,0,0,0,0,0,0,0,0,0
Skype,Skype_375,this subscription is billed monthly as a recurring payment .,0,0,0,0,0,0,0,0,0
Skype,Skype_376,skype wifi is provided by one of skype 's wifi partners .,0,0,0,0,0,0,0,0,0
Skype,Skype_377,your use of skype wifi is subject to that partner 's terms of service .,0,0,0,0,0,0,0,0,0
Skype,Skype_378,"before you start a skype wifi session at a specific wifi hotspot , you will be notified of the identity of the wifi provider and their terms of service .",0,0,0,0,0,0,0,0,0
Skype,Skype_379,"you will have to read their terms of service , which you agree to be subject to by proceeding with the skype wifi session .",0,0,0,0,0,0,0,0,0
Skype,Skype_380,"you can pay for skype wifi using your skype credit balance , and your use of skype credit is subject to these terms of service .",0,0,0,0,0,0,0,0,0
Skype,Skype_381,each sms message has a limit of 160 characters .,0,0,0,0,0,0,0,0,0
Skype,Skype_382,if you type a longer message it will be broken down into several sms messages and you will be charged for each message sent .,0,0,0,0,0,0,0,0,0
Skype,Skype_383,if you send sms messages to more than one person you will be charged for each sms sent to each recipient .,0,0,0,0,0,0,0,0,0
Skype,Skype_384,"if skype can not -lrb- for whatever reason -rrb- send your sms , skype will continue to try and send the message for up to 24 hours after which time the sms charge will be refunded to your skype credit balance automatically if delivery is unsuccessful .",0,0,0,0,0,0,0,0,0
Skype,Skype_385,-lrb- a -rrb- a fair usage policy applies at www.skype.com/go/terms.gvc.fairusage and is incorporated herein by reference .,0,0,0,0,0,0,0,0,0
Skype,Skype_386,skype reserves the right to change the fair usage policy at any time .,0,1,0,0,0,0,0,0,1
Skype,Skype_387,changes shall become effective when published on the skype website .,0,1,0,0,0,0,0,0,1
Skype,Skype_388,your continued use of a skype premium subscription after publication on the skype website shall constitute your acceptance to be bound by the terms and conditions of the revised fair usage policy .,0,0,0,0,0,0,0,1,1
Skype,Skype_389,-lrb- b -rrb- number of participants .,0,0,0,0,0,0,0,0,0
Skype,Skype_390,"the number of permitted participants on a group video call varies from 3 to a maximum of 10 , subject to system requirements .",0,0,0,0,0,0,0,0,0
Skype,Skype_391,you can find more details at www.skype.com/go/skypepremium .,0,0,0,0,0,0,0,0,0
Skype,Skype_392,-lrb- c -rrb- audio conversion .,0,0,0,0,0,0,0,0,0
Skype,Skype_393,"if a skype premium subscription or day pass expires during a group video call , or it has exceeded the fair usage limit , or the owner of the skype premium subscription leaves the call -lrb- and there is no other participant on the call who owns a skype premium subscription -rrb- , then the call will convert from video to audio .",0,0,0,0,0,0,0,0,0
Skype,Skype_394,-lrb- d -rrb- software versions .,0,0,0,0,0,0,0,0,0
Skype,Skype_395,"if a participant of a group video call is not on a version of internet communications software that supports group video calls , then the call will be an audio call only for that participant .",0,0,0,0,0,0,0,0,0
Skype,Skype_396,"for details of the system requirements for group video calling , please see www.skype.com/go/skypepremium.requirements .",0,0,0,0,0,0,0,0,0
Skype,Skype_397,-lrb- e -rrb- live chat .,0,0,0,0,0,0,0,0,0
Skype,Skype_398,live chat customer support is available as part of the skype premium subscription .,0,0,0,0,0,0,0,0,0
Skype,Skype_399,"this support is available 24 hours a day , every day , and only in english .",0,0,0,0,0,0,0,0,0
Skype,Skype_400,19.7 qik premium fair usage policy,0,0,0,0,0,0,0,0,0
Skype,Skype_401,qik premium is subject to a fair usage policy of 15gb of video storage per user per month and each video can be no more than 90 minutes in duration .,0,0,0,0,0,0,0,0,0
Skype,Skype_402,once these limits have been reached you can not upload any new videos in that month or continue recording beyond the 90-minute mark .,0,0,0,0,0,0,0,0,0
Skype,Skype_403,skype reserves the right to change the fair usage policy at any time .,0,1,0,0,0,0,0,0,1
Skype,Skype_404,changes shall become effective when published on the skype website .,0,1,0,0,0,0,0,0,1
Skype,Skype_405,your continued use of qik premium after publication on the skype website shall constitute your acceptance to be bound by the terms and conditions of the revised fair usage policy .,0,0,0,0,0,0,0,1,1
Skype,Skype_406,19.8 skype video messaging -lrb- `` video messaging '' -rrb-,0,0,0,0,0,0,0,0,0
Skype,Skype_407,"if you are not a skype premium subscriber , the number of video messages you can send are limited and will be subject to an expiry date .",0,0,0,0,0,0,0,0,0
Skype,Skype_408,fair use policy : this fup is designed to prevent fraud and abuse of video messaging .,0,0,0,0,0,0,0,0,0
Skype,Skype_409,"video messaging is for personal , individual and non-commercial use only , and to be in accordance with these terms at all times -lrb- `` legitimate use '' -rrb- .",0,0,0,0,0,0,0,0,0
Skype,Skype_410,"skype reserves the right to take any unlawful , prohibited , abnormal or unusual activity into account in making its determination as to whether your activity does not constitute legitimate use .",0,0,0,0,0,0,0,0,0
Skype,Skype_411,"skype may in its option , terminate its relationship with you , or suspend your account immediately if it determines you are using video messaging contrary to this fup or these terms .",0,0,0,0,0,0,1,0,1
Skype,Skype_412,20.1 this section applies if you select a third-party payment system that enables you to pay for skype credit and certain paid for products via your mobile phone bill where applicable -lrb- `` pay by mobile '' -rrb- .,0,0,0,0,0,0,0,0,0
Skype,Skype_413,20.2 by selecting or using pay by mobile :,0,0,0,0,0,0,0,0,0
Skype,Skype_414,-lrb- a -rrb- you authorise your mobile phone carrier to charge appropriate fees directly to your mobile phone bill ; and,0,0,0,0,0,0,0,0,0
Skype,Skype_415,"-lrb- b -rrb- you represent that you are the person or entity responsible for the mobile phone account associated with the mobile number you provide when using pay by mobile , or are authorised by that person or entity to incur such charges .",0,0,0,0,0,0,0,0,0
Skype,Skype_416,20.3 binding arbitration and class action waiver for united states accounts .,0,0,0,0,0,0,0,0,0
Skype,Skype_417,"if you select pay by mobile and your mobile phone account is registered with a mobile phone carrier in the usa or you reside in the usa , the following additional terms apply :",0,0,0,0,0,0,0,0,0
Skype,Skype_418,"-lrb- a -rrb- paragraph 20.3 applies to any dispute arising between you and either skype or any third party including mobile phone carriers and skype 's corporate affiliates -lrb- collectively , `` disputed party '' or `` disputed parties '' -rrb- relating to your use of pay by mobile , except it does not include a dispute relating to the enforcement or validity of your , skype 's , or either of our licensors ' intellectual property rights .",0,0,0,0,0,0,0,0,0
Skype,Skype_419,"dispute , for purposes of paragraph 20.3 , means any dispute , action , or other controversy whether in contract , warranty , tort , statute , regulation , ordinance , or any other legal or equitable basis .",0,0,0,0,0,0,0,0,0
Skype,Skype_420,dispute will be given the broadest possible meaning allowable under law .,0,0,0,0,0,0,0,0,0
Skype,Skype_421,"-lrb- b -rrb- in the event of a dispute , you must provide skype or other disputed party with a notice of dispute , which is a written statement of the name , address and contact information of the party giving it , the facts giving rise to the dispute , and the relief requested .",0,0,0,0,0,0,0,0,0
